Model,Train,Mid IsoFLOP,Test IsoFLOP,Test IsoToken
NQS,0.0013718051299375297,0.0004033258069380111,0.0022181660457424343,0.0035099914790567314
Chinchilla,0.0002477289341217844,0.0007781992020035631,0.009125706115815743,0.027414749609728607
