x_coords,chin_loss
0.25,3.8629759866948934
0.2738225433606322,3.8117702231473456
0.2999151410099412,3.7620366707872304
0.328494106814819,3.713733838470699
0.35979636722805175,3.6668214361190246
0.3940814254652045,3.6212603411786333
0.43163351284826285,3.57701256606401
0.47276394515118186,3.5340412265564805
0.5178137034820122,3.4923105111326977
0.5671562610977313,3.451785651197414
0.6212006795867503,3.4124328921959193
0.6803950000871885,3.374219465582252
0.7452299576549262,3.3371135616200203
0.8162430495744324,3.301084302993385
0.8940229913396389,3.26610171920644
0.9792145972460016,3.2321367217498858
1.072524126055029,3.1991610800145773
1.1747251360481092,3.1671473979321254
1.2866648980094317,3.1360690913233844
1.4092714193031646,3.105900365936249
1.5435611372761617,3.0766161961547724
1.6906473457663542,3.048192304362209
1.8517494245745811,3.020605140941126
2.0282029484143957,2.9938318648943048
2.221470759145452,2.9678503250706503
2.4331550930819286,2.9426390419809003
2.665010863914277,2.918177190188382
2.918960211362894,2.8944445812606157
3.197108436175504,2.871421647268011
3.50176145357324,2.8490894248164094
3.835444909838596,2.827429539600675
4.20092512052638,2.8064241914670016
4.601232003880415,2.7860561399720516
5.039684199579494,2.766308690427482
5.519916581052995,2.7471656804188314
6.045910389449826,2.728611466788193
6.622026239078487,2.710630913070465
7.253040267941252,2.6932093773734387
7.944183733059024,2.6763327006923125
8.701186378841534,2.65998719564969
9.530323938037112,2.644159635652428
10.438470159056155,2.6288372444571495
11.433153790987273,2.614007686136563
12.52262099872556,2.5996590554391252
13.715903725649165,2.585779868534935
15.02289457058731,2.5723590541411183
16.45442879982739,2.5593859450202996
18.02237417406069,2.5468502698461366
19.739729334953076,2.5347421454302093
21.62073156698934,2.5230520693049248
23.680974827962125,2.511770912657434
25.93753902660678,2.5008899136098877
28.409131619124484,2.490400670841705
31.1162426984625,2.4802951375498674
34.08131486207883,2.4705656157435714
37.32892926643573,2.4612047508699164
40.8860094106583,2.452205526767635
44.78204433877278,2.443561260946206
49.049333110925474,2.435265600188013
53.7232525703059,2.4273125164715577
58.84255062562716,2.419696303214061
64.44966748054392,2.412411571832119
70.5910874730783,2.405453248619418
77.31772444188461,2.3988165719408565
84.68534381413349,2.3924970897427444
92.7550249142225,2.3864906573791123
101.59366732596479,2.3807934357544935
111.2745455061186,2.3754018897838964
121.87791624713513,2.3703127871710366
133.4916840251387,2.36552319750625
146.21212974902934,2.3610304916858835
160.14470895221595,2.3568323416552963
175.40492604417582,2.35292672047802
192.11929186959938,2.3493119027339513
210.4263725135092,2.345986465249896
230.4779380472038,2.3429492881661016
252.44022073839838,2.3401995563428906
276.4952931564304,2.3377367611118514
302.8425775973497,2.3355607023764864
331.70049934238347,2.33367149106765
363.3082974556928,2.3320695519595085
397.9280081333554,2.330755626852235
435.84663704602303,2.3297307781280776
477.3785386844812,2.3289963926879196
522.8680224334666,2.328554186275922
572.6922069787034,2.3284062082003247
627.264146710889,2.328554846458996
687.0362560452497,2.329002833278817
752.5040600451069,2.32975325107854
824.2103024430126,2.330809538865287
902.7494451159259,2.3321754990754244
988.7725963161697,2.333855304871129
1082.9929085143563,2.335853507904547
1186.1914906037186,2.338175046562071
1299.2238834793982,2.34082525470189
1423.0271526768265,2.3438098708986033
1558.6276568688286,2.347135048209398
1707.1495566241822,2.35080736447694
1869.8241339672377,2.354833833184878
2048.000000000001,2.359221914882595
