x_coords,chin_loss
0.25,4.0092242853155815
0.2738225433606322,3.9636143730709317
0.2999151410099412,3.919690784260486
0.328494106814819,3.8774202202479757
0.35979636722805175,3.836770896929519
0.3940814254652045,3.7977125231877507
0.43163351284826285,3.7602162807877466
0.47276394515118186,3.7242548057053173
0.5178137034820122,3.6898021708797204
0.5671562610977313,3.6568338703843053
0.6212006795867503,3.6253268050101246
0.6803950000871885,3.595259269259026
0.7452299576549262,3.5666109397442423
0.8162430495744324,3.539362864998036
0.8940229913396389,3.513497456687468
0.9792145972460016,3.4889984822408993
1.072524126055029,3.465851058889425
1.1747251360481092,3.444041649128987
1.2866648980094317,3.42355805761053
1.4092714193031646,3.4043894294671873
1.5435611372761617,3.3865262500891102
1.6906473457663542,3.369960346358258
1.8517494245745811,3.3546848893571215
2.0282029484143957,3.340694398567134
2.221470759145452,3.327984747574227
2.4331550930819286,3.31655317130084
2.665010863914277,3.3063982747854825
2.918960211362894,3.2975200435328347
3.197108436175504,3.2899198554592943
3.50176145357324,3.2836004944608135
3.835444909838596,3.278566165631889
4.20092512052638,3.274822512166606
4.601232003880415,3.272376633974747
5.039684199579494,3.271237108048142
5.519916581052995,3.2714140106146194
6.045910389449826,3.2729189411192365
6.622026239078487,3.275765048074754
7.253040267941252,3.279967056825776
7.944183733059024,3.2855412992733903
8.701186378841534,3.2925057456097466
9.530323938037112,3.3008800381145864
10.438470159056155,3.3106855270684576
11.433153790987273,3.32194530884013
12.52262099872556,3.334684266208595
13.715903725649165,3.348929110982989
15.02289457058731,3.3647084289868467
16.45442879982739,3.3820527274762235
18.02237417406069,3.4009944850645217
19.739729334953076,3.421568204230168
21.62073156698934,3.443810466486821
23.680974827962125,3.467759990299335
25.93753902660678,3.49345769183246
28.409131619124484,3.5209467486230777
31.1162426984625,3.5502726662707573
34.08131486207883,3.5814833482455235
37.32892926643573,3.6146291689159984
40.8860094106583,3.649763049905476
44.78204433877278,3.686940539888038
49.049333110925474,3.726219897941578
53.7232525703059,3.7676621805794523
58.84255062562716,3.8113313325875744
64.44966748054392,3.8572942817990037
70.5910874730783,3.9056210379435234
77.31772444188461,3.9563847957153326
84.68534381413349,4.009662042207836
92.7550249142225,4.065532668870536
101.59366732596479,4.124080088149356
111.2745455061186,4.185391354978174
121.87791624713513,4.24955729329614
133.4916840251387,4.316672627772308
146.21212974902934,4.386836120926407
160.14470895221595,4.460150715842041
175.40492604417582,4.536723684676461
192.11929186959938,4.616666783179127
210.4263725135092,4.700096411439656
230.4779380472038,4.787133781094473
252.44022073839838,4.877905089230506
276.4952931564304,4.9725416992336555
302.8425775973497,5.071180328839464
331.70049934238347,5.173963245653497
363.3082974556928,5.281038470419465
397.9280081333554,5.392559988323875
435.84663704602303,5.508687968637392
477.3785386844812,5.629588993004678
522.8680224334666,5.7554362927066745
572.6922069787034,5.886409995231853
627.264146710889,6.022697380506078
687.0362560452497,6.164493147144205
752.5040600451069,6.311999689100716
824.2103024430126,6.4654273831112326
902.7494451159259,6.624994887331924
988.7725963161697,6.7909294515996255
1082.9929085143563,6.9634672397517186
1186.1914906037186,7.142853664461896
1299.2238834793982,7.329343735065441
1423.0271526768265,7.52320241886601
1558.6276568688286,7.7247050164347675
1707.1495566241822,7.934137551432562
1869.8241339672377,8.151797175506086
2048.000000000001,8.377992588830374
