Model,Train,Mid IsoFLOP,Test IsoFLOP,Test IsoToken
NQS,0.001110269344411009,0.0004085803958249704,0.0027985434881015936,0.0030967958028281835
Chinchilla,0.0001969235502224536,0.0007781992020035631,0.009125706115815743,0.027414749609728607
