N,B,K,C,actual_N,D,nqs_loss,nn_loss,type,chin_loss,split,nqs_huber_loss,chin_huber_loss
32000000,338,1886,14700000,29987232.0,81595904,3.0360879613438634,3.058268547058105,isoflop,3.0645109880583146,train,6.77908963657553e-06,1.5390880081015973e-06
32000000,338,1886,14700000,29987232.0,81595904,3.0360879613438634,3.058268547058105,isoflop,3.0645109880583146,train,6.77908963657553e-06,1.5390880081015973e-06
32000000,620,4135,59000000,29987232.0,328153600,2.7609075434561188,2.767575263977051,isoflop,2.7957222155650205,train,1.9121351141475065e-06,9.618887893149075e-06
32000000,1133,9042,236000000,29987232.0,1311307008,2.59618030498763,2.582885265350342,isoflop,2.6448579909664405,mid,4.634157372988834e-06,2.321028027034061e-05
32000000,2073,19776,944000000,29987232.0,5247442944,2.518136342781175,2.475144624710083,isoflop,2.559602480951082,mid,1.672025286876283e-05,3.305313701592677e-05
32000000,3793,43278,3780000000,29987232.0,21011642112,2.492223555771912,2.39976167678833,isoflop,2.5114721715962647,test,3.730587519533818e-05,4.49996726698822e-05
64000000,133,565,3680000,63790848.0,9618560,3.757662898662619,3.820277452468872,isoflop,3.851745949536168,train,1.602585687452435e-05,7.703487371366779e-06
64000000,133,565,3680000,63790848.0,9618560,3.757662898662619,3.820277452468872,isoflop,3.851745949536168,train,1.602585687452435e-05,7.703487371366779e-06
64000000,244,1232,14700000,63790848.0,38477824,3.210940779511377,3.2212471961975098,isoflop,3.2042387880472964,train,2.7046406433980933e-06,4.7940580421545475e-06
64000000,244,1232,14700000,63790848.0,38477824,3.210940779511377,3.2212471961975098,isoflop,3.2042387880472964,train,2.7046406433980933e-06,4.7940580421545475e-06
64000000,446,2699,59000000,63790848.0,154080512,2.826392589659126,2.8363614082336426,isoflop,2.838568712070198,train,3.020841228943361e-06,3.025751376620585e-07
64000000,816,5903,236000000,63790848.0,616556544,2.5705479217316416,2.570287704467773,isoflop,2.6323376798023173,mid,5.1243026581800914e-09,2.3354463125619228e-05
64000000,1492,12918,944000000,63790848.0,2467027968,2.4214129210571294,2.410891532897949,isoflop,2.5159515645539656,mid,3.854611711881784e-06,4.215447792256438e-05
64000000,2730,28263,3780000000,63790848.0,9876222720,2.353737527069764,2.3070130348205566,isoflop,2.450248395281006,test,1.9550872508493912e-05,5.973577595349061e-05
64000000,4990,61766,15100000000,63790848.0,39451179520,2.3344580633389374,2.2394676208496094,isoflop,2.4132178177501467,test,4.104160303913168e-05,7.422288265521265e-05
64000000,9134,135200,60500000000,63790848.0,158069350400,2.331942618137829,2.207321882247925,isoflop,2.3922700745305514,test,5.4421699200971894e-05,7.996277443010685e-05
128000000,184,860,14700000,121123072.0,20254720,3.4452261325674973,3.493612289428711,isoflop,3.40141894115788,train,1.3446697766038518e-05,2.6243560684242774e-05
128000000,184,860,14700000,121123072.0,20254720,3.4452261325674973,3.493612289428711,isoflop,3.40141894115788,train,1.3446697766038518e-05,2.6243560684242774e-05
128000000,338,1878,59000000,121123072.0,81249792,2.960169782254669,2.958954095840454,isoflop,2.924481043754615,train,8.436421623044331e-08,1.12188158904451e-05
128000000,617,4110,236000000,121123072.0,324591360,2.6168089260173053,2.6198623180389404,isoflop,2.6561762386980114,mid,6.66157746157026e-07,1.3265818318906553e-05
128000000,1128,8993,944000000,121123072.0,1298445312,2.3858651612262305,2.3970651626586914,isoflop,2.504545395339768,mid,4.183330571583543e-06,4.336209898936955e-05
128000000,2065,19674,3780000000,121123072.0,5200231680,2.2567293836117304,2.2616961002349854,isoflop,2.4189050473759104,test,1.6984289179463047e-06,6.669995937635704e-05
128000000,3775,43003,15100000000,121123072.0,20779049600,2.202559525331555,2.160145998001098,isoflop,2.370649000985725,test,1.89442936411926e-05,9.248794665901922e-05
128000000,6909,94137,60500000000,121123072.0,83250244224,2.1898413619506245,2.1008901596069336,isoflop,2.3433600555295984,test,4.0967963296823117e-05,0.00010872468014474118
256000000,134,564,14700000,252798416.0,9673728,3.783396630213512,3.829614400863648,isoflop,3.7384324937753135,train,1.1641933926181903e-05,2.359771523846227e-05
256000000,134,564,14700000,252798416.0,9673728,3.783396630213512,3.829614400863648,isoflop,3.7384324937753135,train,1.1641933926181903e-05,2.359771523846227e-05
256000000,245,1242,59000000,252798416.0,38949120,3.193930785633519,3.295794010162353,isoflop,3.0902251174879174,train,3.089473374043167e-05,6.390317136552664e-05
256000000,448,2713,236000000,252798416.0,155574272,2.760476708069445,2.78518295288086,isoflop,2.726878056080411,mid,8.410178329260886e-06,2.0656177837533762e-05
256000000,819,5940,944000000,252798416.0,622702080,2.445376839132265,2.441052198410034,isoflop,2.521436562555962,mid,1.2700622758008988e-06,3.1899628395380796e-05
256000000,1499,12992,3780000000,252798416.0,2492801024,2.2331252059039253,2.251399517059326,isoflop,2.4054962788318885,test,7.649988431793487e-06,6.57042047828213e-05
