K,D,loss_level,type,B
242,506373947,1.32,fitted_curve,1024
243,484343538,1.32,fitted_curve,972
245,464418014,1.32,fitted_curve,926
247,446309464,1.32,fitted_curve,884
248,429780195,1.32,fitted_curve,845
250,414632241,1.32,fitted_curve,810
252,400699396,1.32,fitted_curve,777
253,387841093,1.32,fitted_curve,747
255,375937638,1.32,fitted_curve,720
257,364886480,1.32,fitted_curve,694
259,354599245,1.32,fitted_curve,670
260,344999368,1.32,fitted_curve,647
262,336020187,1.32,fitted_curve,626
264,327603389,1.32,fitted_curve,607
265,319697742,1.32,fitted_curve,588
267,312258057,1.32,fitted_curve,571
269,305244316,1.32,fitted_curve,555
270,298620958,1.32,fitted_curve,539
272,292356272,1.32,fitted_curve,525
274,286421891,1.32,fitted_curve,511
275,280792365,1.32,fitted_curve,498
277,275444789,1.32,fitted_curve,485
279,270358500,1.32,fitted_curve,473
281,265514804,1.32,fitted_curve,462
282,260896750,1.32,fitted_curve,451
284,256488929,1.32,fitted_curve,441
286,252277305,1.32,fitted_curve,431
287,248249064,1.32,fitted_curve,422
289,244392483,1.32,fitted_curve,413
291,240696818,1.32,fitted_curve,404
292,237152205,1.32,fitted_curve,396
294,233749567,1.32,fitted_curve,388
296,230480543,1.32,fitted_curve,380
297,227337414,1.32,fitted_curve,373
299,224313044,1.32,fitted_curve,366
301,221400827,1.32,fitted_curve,359
303,218594639,1.32,fitted_curve,353
304,215888793,1.32,fitted_curve,346
306,213278002,1.32,fitted_curve,340
308,210757342,1.32,fitted_curve,335
309,208322226,1.32,fitted_curve,329
311,205968371,1.32,fitted_curve,323
313,203691778,1.32,fitted_curve,318
314,201488702,1.32,fitted_curve,313
316,199355641,1.32,fitted_curve,308
318,197289308,1.32,fitted_curve,303
320,195286620,1.32,fitted_curve,298
321,193344682,1.32,fitted_curve,294
323,191460771,1.32,fitted_curve,290
325,189632323,1.32,fitted_curve,285
326,187856926,1.32,fitted_curve,281
328,186132304,1.32,fitted_curve,277
330,184456308,1.32,fitted_curve,273
331,182826911,1.32,fitted_curve,269
333,181242197,1.32,fitted_curve,266
335,179700352,1.32,fitted_curve,262
336,178199660,1.32,fitted_curve,259
338,176738494,1.32,fitted_curve,255
340,175315314,1.32,fitted_curve,252
342,173928658,1.32,fitted_curve,249
343,172577136,1.32,fitted_curve,246
345,171259431,1.32,fitted_curve,242
347,169974289,1.32,fitted_curve,239
348,168720518,1.32,fitted_curve,237
350,167496983,1.32,fitted_curve,234
352,166302603,1.32,fitted_curve,231
353,165136348,1.32,fitted_curve,228
355,163997237,1.32,fitted_curve,226
357,162884332,1.32,fitted_curve,223
358,161796740,1.32,fitted_curve,220
360,160733607,1.32,fitted_curve,218
362,159694117,1.32,fitted_curve,215
364,158677490,1.32,fitted_curve,213
365,157682979,1.32,fitted_curve,211
367,156709871,1.32,fitted_curve,209
369,155757483,1.32,fitted_curve,206
370,154825159,1.32,fitted_curve,204
372,153912272,1.32,fitted_curve,202
374,153018220,1.32,fitted_curve,200
375,152142427,1.32,fitted_curve,198
377,151284339,1.32,fitted_curve,196
379,150443424,1.32,fitted_curve,194
381,149619172,1.32,fitted_curve,192
382,148811093,1.32,fitted_curve,190
384,148018715,1.32,fitted_curve,188
386,147241584,1.32,fitted_curve,186
387,146479266,1.32,fitted_curve,185
389,145731340,1.32,fitted_curve,183
391,144997403,1.32,fitted_curve,181
392,144277065,1.32,fitted_curve,180
394,143569953,1.32,fitted_curve,178
396,142875706,1.32,fitted_curve,176
397,142193975,1.32,fitted_curve,175
399,141524425,1.32,fitted_curve,173
401,140866733,1.32,fitted_curve,172
403,140220586,1.32,fitted_curve,170
404,139585683,1.32,fitted_curve,169
406,138961733,1.32,fitted_curve,167
408,138348455,1.32,fitted_curve,166
409,137745577,1.32,fitted_curve,164
411,137152838,1.32,fitted_curve,163
413,136569983,1.32,fitted_curve,162
414,135996767,1.32,fitted_curve,160
416,135432953,1.32,fitted_curve,159
418,134878313,1.32,fitted_curve,158
419,134332622,1.32,fitted_curve,156
421,133795668,1.32,fitted_curve,155
423,133267241,1.32,fitted_curve,154
425,132747141,1.32,fitted_curve,153
426,132235171,1.32,fitted_curve,151
428,131731143,1.32,fitted_curve,150
430,131234873,1.32,fitted_curve,149
431,130746184,1.32,fitted_curve,148
433,130264903,1.32,fitted_curve,147
435,129790863,1.32,fitted_curve,146
436,129323901,1.32,fitted_curve,145
438,128863861,1.32,fitted_curve,144
440,128410590,1.32,fitted_curve,143
442,127963939,1.32,fitted_curve,142
443,127523765,1.32,fitted_curve,140
445,127089926,1.32,fitted_curve,139
447,126662289,1.32,fitted_curve,138
448,126240720,1.32,fitted_curve,138
450,125825092,1.32,fitted_curve,137
452,125415279,1.32,fitted_curve,136
453,125011161,1.32,fitted_curve,135
455,124612620,1.32,fitted_curve,134
457,124219540,1.32,fitted_curve,133
458,123831811,1.32,fitted_curve,132
460,123449324,1.32,fitted_curve,131
462,123071974,1.32,fitted_curve,130
464,122699657,1.32,fitted_curve,129
465,122332273,1.32,fitted_curve,128
467,121969726,1.32,fitted_curve,128
469,121611920,1.32,fitted_curve,127
470,121258763,1.32,fitted_curve,126
472,120910164,1.32,fitted_curve,125
474,120566037,1.32,fitted_curve,124
475,120226295,1.32,fitted_curve,123
477,119890856,1.32,fitted_curve,123
479,119559638,1.32,fitted_curve,122
480,119232562,1.32,fitted_curve,121
482,118909551,1.32,fitted_curve,120
484,118590529,1.32,fitted_curve,120
486,118275423,1.32,fitted_curve,119
487,117964161,1.32,fitted_curve,118
489,117656674,1.32,fitted_curve,117
491,117352893,1.32,fitted_curve,117
492,117052752,1.32,fitted_curve,116
494,116756185,1.32,fitted_curve,115
496,116463129,1.32,fitted_curve,115
497,116173523,1.32,fitted_curve,114
499,115887304,1.32,fitted_curve,113
501,115604416,1.32,fitted_curve,113
503,115324799,1.32,fitted_curve,112
504,115048397,1.32,fitted_curve,111
506,114775155,1.32,fitted_curve,111
508,114505019,1.32,fitted_curve,110
509,114237937,1.32,fitted_curve,110
511,113973857,1.32,fitted_curve,109
513,113712729,1.32,fitted_curve,108
514,113454503,1.32,fitted_curve,108
516,113199132,1.32,fitted_curve,107
518,112946568,1.32,fitted_curve,107
519,112696765,1.32,fitted_curve,106
521,112449679,1.32,fitted_curve,105
523,112205265,1.32,fitted_curve,105
525,111963479,1.32,fitted_curve,104
526,111724281,1.32,fitted_curve,104
528,111487628,1.32,fitted_curve,103
530,111253481,1.32,fitted_curve,103
531,111021798,1.32,fitted_curve,102
533,110792543,1.32,fitted_curve,101
535,110565677,1.32,fitted_curve,101
536,110341162,1.32,fitted_curve,100
419,134498984,1.32,fitted_critical_point,157
271,53418153,1.33,nn_data_point,96
287,112976737,1.33,nn_data_point,192
171,135215742,1.33,nn_data_point,386
203,319306066,1.33,nn_data_point,768
183,602548521,1.33,fitted_curve,1610
184,560683879,1.33,fitted_curve,1490
185,524643592,1.33,fitted_curve,1386
186,493291254,1.33,fitted_curve,1296
187,465768042,1.33,fitted_curve,1217
188,441412838,1.33,fitted_curve,1147
189,419708437,1.33,fitted_curve,1085
190,400244408,1.33,fitted_curve,1029
191,382690891,1.33,fitted_curve,978
192,366779753,1.33,fitted_curve,932
193,352290794,1.33,fitted_curve,891
194,339041494,1.33,fitted_curve,853
195,326879285,1.33,fitted_curve,818
196,315675646,1.33,fitted_curve,785
197,305321549,1.33,fitted_curve,756
198,295723895,1.33,fitted_curve,728
199,286802712,1.33,fitted_curve,702
200,278488913,1.33,fitted_curve,678
201,270722512,1.33,fitted_curve,656
203,263451169,1.33,fitted_curve,635
204,256629011,1.33,fitted_curve,616
205,250215662,1.33,fitted_curve,597
206,244175447,1.33,fitted_curve,580
207,238476720,1.33,fitted_curve,563
208,233091319,1.33,fitted_curve,548
209,227994095,1.33,fitted_curve,533
210,223162520,1.33,fitted_curve,519
211,218576353,1.33,fitted_curve,506
212,214217360,1.33,fitted_curve,494
213,210069071,1.33,fitted_curve,482
214,206116568,1.33,fitted_curve,470
215,202346309,1.33,fitted_curve,459
216,198745975,1.33,fitted_curve,449
217,195304331,1.33,fitted_curve,439
218,192011112,1.33,fitted_curve,430
219,188856918,1.33,fitted_curve,421
220,185833128,1.33,fitted_curve,412
221,182931819,1.33,fitted_curve,404
222,180145696,1.33,fitted_curve,396
223,177468035,1.33,fitted_curve,388
224,174892621,1.33,fitted_curve,381
225,172413709,1.33,fitted_curve,373
227,170025974,1.33,fitted_curve,367
228,167724477,1.33,fitted_curve,360
229,165504628,1.33,fitted_curve,354
230,163362159,1.33,fitted_curve,347
231,161293092,1.33,fitted_curve,341
232,159293720,1.33,fitted_curve,336
233,157360578,1.33,fitted_curve,330
234,155490430,1.33,fitted_curve,325
235,153680246,1.33,fitted_curve,320
236,151927188,1.33,fitted_curve,314
237,150228593,1.33,fitted_curve,310
238,148581962,1.33,fitted_curve,305
239,146984946,1.33,fitted_curve,300
240,145435337,1.33,fitted_curve,296
241,143931054,1.33,fitted_curve,291
242,142470137,1.33,fitted_curve,287
243,141050738,1.33,fitted_curve,283
244,139671112,1.33,fitted_curve,279
245,138329609,1.33,fitted_curve,275
246,137024672,1.33,fitted_curve,272
247,135754825,1.33,fitted_curve,268
248,134518672,1.33,fitted_curve,264
249,133314890,1.33,fitted_curve,261
251,132142222,1.33,fitted_curve,258
252,130999479,1.33,fitted_curve,254
253,129885529,1.33,fitted_curve,251
254,128799298,1.33,fitted_curve,248
255,127739763,1.33,fitted_curve,245
256,126705953,1.33,fitted_curve,242
257,125696942,1.33,fitted_curve,239
258,124711848,1.33,fitted_curve,236
259,123749830,1.33,fitted_curve,233
260,122810088,1.33,fitted_curve,231
261,121891856,1.33,fitted_curve,228
262,120994404,1.33,fitted_curve,226
263,120117035,1.33,fitted_curve,223
264,119259082,1.33,fitted_curve,221
265,118419907,1.33,fitted_curve,218
266,117598902,1.33,fitted_curve,216
267,116795481,1.33,fitted_curve,213
268,116009086,1.33,fitted_curve,211
269,115239182,1.33,fitted_curve,209
270,114485255,1.33,fitted_curve,207
271,113746812,1.33,fitted_curve,205
272,113023383,1.33,fitted_curve,203
273,112314513,1.33,fitted_curve,201
275,111619767,1.33,fitted_curve,199
276,110938728,1.33,fitted_curve,197
277,110270993,1.33,fitted_curve,195
278,109616177,1.33,fitted_curve,193
279,108973908,1.33,fitted_curve,191
280,108343829,1.33,fitted_curve,189
281,107725597,1.33,fitted_curve,187
282,107118880,1.33,fitted_curve,186
283,106523359,1.33,fitted_curve,184
284,105938728,1.33,fitted_curve,182
285,105364690,1.33,fitted_curve,181
286,104800961,1.33,fitted_curve,179
287,104247264,1.33,fitted_curve,177
288,103703335,1.33,fitted_curve,176
289,103168917,1.33,fitted_curve,174
290,102643763,1.33,fitted_curve,173
291,102127635,1.33,fitted_curve,171
292,101620300,1.33,fitted_curve,170
293,101121538,1.33,fitted_curve,168
294,100631131,1.33,fitted_curve,167
295,100148873,1.33,fitted_curve,166
296,99674561,1.33,fitted_curve,164
297,99208000,1.33,fitted_curve,163
298,98749003,1.33,fitted_curve,162
300,98297387,1.33,fitted_curve,160
301,97852975,1.33,fitted_curve,159
302,97415596,1.33,fitted_curve,158
303,96985085,1.33,fitted_curve,156
304,96561281,1.33,fitted_curve,155
305,96144028,1.33,fitted_curve,154
306,95733176,1.33,fitted_curve,153
307,95328579,1.33,fitted_curve,152
308,94930094,1.33,fitted_curve,151
309,94537585,1.33,fitted_curve,149
310,94150918,1.33,fitted_curve,148
311,93769963,1.33,fitted_curve,147
312,93394595,1.33,fitted_curve,146
313,93024692,1.33,fitted_curve,145
314,92660136,1.33,fitted_curve,144
315,92300810,1.33,fitted_curve,143
316,91946605,1.33,fitted_curve,142
317,91597410,1.33,fitted_curve,141
318,91253120,1.33,fitted_curve,140
319,90913633,1.33,fitted_curve,139
320,90578848,1.33,fitted_curve,138
321,90248670,1.33,fitted_curve,137
322,89923003,1.33,fitted_curve,136
324,89601755,1.33,fitted_curve,135
325,89284838,1.33,fitted_curve,134
326,88972164,1.33,fitted_curve,133
327,88663648,1.33,fitted_curve,133
328,88359209,1.33,fitted_curve,132
329,88058765,1.33,fitted_curve,131
330,87762239,1.33,fitted_curve,130
331,87469555,1.33,fitted_curve,129
332,87180638,1.33,fitted_curve,128
333,86895417,1.33,fitted_curve,127
334,86613820,1.33,fitted_curve,127
335,86335779,1.33,fitted_curve,126
336,86061228,1.33,fitted_curve,125
337,85790100,1.33,fitted_curve,124
338,85522332,1.33,fitted_curve,123
339,85257863,1.33,fitted_curve,123
340,84996631,1.33,fitted_curve,122
341,84738577,1.33,fitted_curve,121
342,84483645,1.33,fitted_curve,121
343,84231777,1.33,fitted_curve,120
344,83982918,1.33,fitted_curve,119
340,85157820,1.33,fitted_critical_point,122
