train_slice_count,train_flops,test_flops,overlap_flops,train_n,test_n_pure,test_n_all,train_mse,test_mse_pure,test_mse_all,train_huber,test_huber_pure,test_huber_all,fitted_A,fitted_B,fitted_E,fitted_N_power,fitted_D_power
8,"['5.5e+18', '9.7e+18', '2.8e+19', '5.6e+19', '8.7e+19', '2.8e+20', '5.6e+20', '1.0e+21']","['1.0e+21', '3.0e+21']",['1.0e+21'],135,9,24,0.0007231035446668479,0.00022434484775830802,0.00016519271803981217,9.135612189551896e-06,1.2916513220493618e-05,1.0896908902329424e-05,793.9009066892373,44146.558684308024,1.960220906474451,0.37563416863868176,0.5129575346042734
